frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
533, 35.4667, 0.957719, 1, -46.7894, 31.4984, 527.123, 21.6209, 7.75079, -0.650341
534, 35.5333, 0.956796, 1, -46.6535, 31.686, 527.48, 21.8584, 7.78318, -0.708505
535, 35.6, 0.955138, 1, -46.3279, 31.7058, 526.853, 21.666, 7.61106, -0.659271
536, 35.6667, 0.954251, 1, -46.1408, 31.76, 527.054, 21.6626, 7.52311, -0.614803
537, 35.7333, 0.951898, 1, -46.0154, 31.8248, 526.927, 21.599, 7.52511, -0.588472
538, 35.8, 0.958199, 1, -45.8612, 31.9475, 527.024, 21.716, 7.60067, -0.583302
539, 35.8667, 0.956881, 1, -45.771, 31.9956, 526.772, 21.7427, 7.49838, -0.54317
540, 35.9333, 0.955955, 1, -45.715, 32.0621, 526.791, 21.6189, 7.37217, -0.543804
541, 36, 0.958219, 1, -45.7091, 32.1106, 526.705, 21.7763, 7.47783, -0.563387
542, 36.0667, 0.957024, 1, -45.5667, 32.1301, 526.478, 21.7385, 7.4164, -0.618963
543, 36.1333, 0.957087, 1, -45.4558, 32.1946, 526.482, 21.7266, 7.4099, -0.59832
544, 36.2, 0.950291, 1, -45.2914, 32.2594, 525.932, 21.8662, 7.41018, -0.563093
545, 36.2667, 0.951133, 1, -45.1864, 32.4262, 526.184, 22.1027, 7.57294, -0.578817
546, 36.3333, 0.952214, 1, -45.1434, 32.4496, 526.187, 22.3118, 7.63487, -0.64062
547, 36.4, 0.954647, 1, -45.0198, 32.5246, 525.616, 22.0005, 7.49802, -0.618346
548, 36.4667, 0.95889, 1, -44.9901, 32.7024, 525.99, 22.1044, 7.65844, -0.667696
549, 36.5333, 0.951672, 1, -44.7636, 32.7808, 524.834, 22.0541, 7.58769, -0.626151
550, 36.6, 0.946406, 1, -44.6881, 32.9911, 525.04, 22.4111, 7.70939, -0.638774
551, 36.6667, 0.954152, 1, -44.6624, 33.1946, 525.135, 22.3694, 7.61151, -0.686319
552, 36.7333, 0.954468, 1, -44.5087, 33.3055, 524.791, 22.5784, 7.56289, -0.620711
553, 36.8, 0.957242, 1, -44.8377, 34.1531, 529.635, 23.0974, 8.05161, -0.66294
554, 36.8667, 0.963605, 1, -45.1011, 34.6616, 533.035, 23.1282, 8.3419, -0.669536
555, 36.9333, 0.962408, 1, -45.1264, 34.834, 533.466, 23.1506, 8.35241, -0.6059
556, 37, 0.964417, 1, -45.0932, 35.0224, 533.553, 23.2156, 8.31022, -0.628291
557, 37.0667, 0.962272, 1, -45.1414, 35.2364, 533.746, 23.4094, 8.35527, -0.656689
558, 37.1333, 0.964743, 1, -45.1129, 35.3675, 534.098, 23.5706, 8.40367, -0.675125
559, 37.2, 0.965792, 1, -45.1058, 35.4526, 534.184, 23.4657, 8.3552, -0.629366
560, 37.2667, 0.964016, 1, -45.0538, 35.5554, 534.22, 23.5855, 8.38467, -0.654835
561, 37.3333, 0.964487, 1, -44.9766, 35.6262, 533.982, 23.6889, 8.35116, -0.69542
562, 37.4, 0.964778, 1, -44.8894, 35.6492, 533.602, 23.6748, 8.25098, -0.714004
563, 37.4667, 0.963298, 1, -44.9266, 35.7481, 533.661, 23.7417, 8.22148, -0.69209
564, 37.5333, 0.960544, 1, -45.0912, 35.9202, 533.826, 23.8624, 8.38223, -0.765385
565, 37.6, 0.961497, 1, -45.1788, 36, 533.562, 23.972, 8.37561, -0.803809
566, 37.6667, 0.962316, 1, -45.2429, 36.0272, 533.213, 24.142, 8.42212, -0.85042
567, 37.7333, 0.961567, 1, -45.2786, 36.071, 532.925, 24.1659, 8.38724, -0.852282
568, 37.8, 0.963423, 1, -45.2937, 36.1324, 532.941, 24.1361, 8.38782, -0.856501
569, 37.8667, 0.961365, 1, -45.18, 36.1365, 532.465, 24.2236, 8.33161, -0.875759
570, 37.9333, 0.957926, 1, -45.1274, 36.1947, 532.491, 24.3457, 8.35269, -0.856409
571, 38, 0.959089, 1, -44.86, 36.0488, 531.536, 24.3155, 8.25965, -0.840605
572, 38.0667, 0.963887, 1, -44.9165, 36.1419, 532.508, 24.3146, 8.36511, -0.866203
573, 38.1333, 0.961254, 1, -44.8678, 36.1513, 532.246, 24.3968, 8.28034, -0.842852
574, 38.2, 0.959778, 1, -44.8448, 36.2293, 532.946, 24.1343, 8.15072, -0.747404
575, 38.2667, 0.958781, 1, -44.3152, 36.0127, 532.834, 22.9867, 7.7401, -0.203362
576, 38.3333, 0.956209, 1, -44.1573, 35.9507, 532.369, 22.4676, 7.42702, -0.0065433
577, 38.4, 0.956191, 1, -44.3008, 36.0365, 531.271, 22.1416, 7.22654, 0.140266
578, 38.4667, 0.954809, 1, -44.3279, 36.0369, 529.777, 22.1858, 7.10366, 0.237181
579, 38.5333, 0.958968, 1, -44.1644, 35.9345, 526.526, 22.41, 6.90228, 0.284151
580, 38.6, 0.9595, 1, -44.0507, 35.9631, 524.457, 22.7457, 6.80977, 0.234758
581, 38.6667, 0.959127, 1, -44.1402, 36.1389, 523.653, 22.9675, 6.81482, 0.202338
582, 38.7333, 0.958071, 1, -44.4631, 36.4318, 524.649, 22.9272, 6.73151, 0.215846
583, 38.8, 0.959274, 1, -44.4633, 36.4715, 522.862, 23.0902, 6.71748, 0.165123
584, 38.8667, 0.957631, 1, -44.756, 36.61, 523.8, 22.8974, 6.73658, 0.210518
585, 38.9333, 0.959034, 1, -44.8768, 36.6658, 523.581, 22.9475, 6.73469, 0.123511
586, 39, 0.959891, 1, -44.9829, 36.6698, 523.136, 22.9491, 6.72809, 0.0578826
587, 39.0667, 0.959245, 1, -45.0836, 36.9464, 523.951, 23.0374, 6.74173, 0.0188478
588, 39.1333, 0.957166, 1, -45.179, 37.1534, 524.151, 23.1217, 6.73442, -0.0144157
589, 39.2, 0.959703, 1, -44.9934, 37.2698, 523.099, 23.2665, 6.64951, 0.00767811
590, 39.2667, 0.952963, 1, -44.7858, 37.0565, 522.565, 23.4522, 6.64076, 0.104214
591, 39.3333, 0.959282, 1, -44.5622, 36.6282, 520.832, 23.3968, 6.65055, 0.239386
592, 39.4, 0.964574, 1, -44.21, 36.2476, 517.89, 23.5677, 6.53461, 0.349774
593, 39.4667, 0.965486, 1, -44.215, 36.4772, 518.372, 23.5625, 6.50696, 0.465723
594, 39.5333, 0.966202, 1, -43.9229, 36.352, 517.407, 23.5584, 6.38134, 0.499837
595, 39.6, 0.96612, 1, -43.9414, 36.4555, 518.55, 23.2658, 6.39473, 0.574693
596, 39.6667, 0.964745, 1, -43.8347, 36.4411, 518.635, 23.2586, 6.33981, 0.586029
597, 39.7333, 0.966211, 1, -43.8409, 36.6037, 519.337, 23.2993, 6.27729, 0.637155
598, 39.8, 0.966906, 1, -43.6403, 36.443, 517.667, 23.5231, 6.2405, 0.58499
599, 39.8667, 0.967157, 1, -43.7846, 36.5852, 519.086, 23.3086, 6.30071, 0.63335
600, 39.9333, 0.96487, 1, -43.6532, 36.4052, 518.046, 23.4236, 6.23656, 0.599501
601, 40, 0.966833, 1, -43.858, 36.6588, 520.008, 23.2768, 6.19083, 0.680224
602, 40.0667, 0.96645, 1, -43.7001, 36.5373, 518.113, 23.391, 6.18169, 0.606544
603, 40.1333, 0.965949, 1, -43.9621, 36.7492, 520.287, 23.1373, 6.27303, 0.645867
604, 40.2, 0.966491, 1, -43.8292, 36.5242, 519.197, 23.2009, 6.22698, 0.648051
605, 40.2667, 0.965746, 1, -43.6536, 36.3008, 517.89, 23.3656, 6.20036, 0.61524
606, 40.3333, 0.963836, 1, -43.7725, 36.4462, 519.96, 23.1598, 6.17287, 0.667497
607, 40.4, 0.963771, 1, -43.5689, 36.3348, 518.942, 23.2132, 6.1655, 0.665022
608, 40.4667, 0.964426, 1, -43.5196, 36.3262, 518.75, 23.1984, 6.17136, 0.640964
609, 40.5333, 0.96402, 1, -43.5357, 36.3852, 519.532, 23.1562, 6.17949, 0.635641
610, 40.6, 0.966109, 1, -43.3953, 36.2493, 518.229, 23.3314, 6.1624, 0.630837
611, 40.6667, 0.964299, 1, -43.5909, 36.4935, 520.267, 23.1456, 6.21595, 0.668002
612, 40.7333, 0.967399, 1, -43.4394, 36.4802, 519.365, 23.2462, 6.16502, 0.693224
613, 40.8, 0.967985, 1, -43.9426, 36.4687, 518.892, 23.6703, 6.23671, 0.144672
614, 40.8667, 0.960555, 1, -44.8189, 37.0276, 522.489, 24.1119, 6.38687, -0.524341
615, 40.9333, 0.963006, 1, -45.0434, 37.3453, 524.226, 24.219, 6.66352, -0.539887
616, 41, 0.962919, 1, -45.2114, 37.4656, 524.428, 24.1827, 6.75554, -0.578146
617, 41.0667, 0.962947, 1, -45.4471, 37.5279, 524.855, 24.2304, 7.01034, -0.709078
618, 41.1333, 0.961885, 1, -45.6857, 37.6087, 524.692, 24.6215, 7.34805, -0.908431
619, 41.2, 0.962162, 1, -45.7551, 37.6495, 524.363, 24.657, 7.46022, -0.977011
620, 41.2667, 0.963423, 1, -45.7343, 37.8219, 524.067, 24.7286, 7.50415, -1.00563
621, 41.3333, 0.960856, 1, -45.8065, 37.9936, 524.404, 25.1222, 7.76379, -1.08484
622, 41.4, 0.963715, 1, -45.8118, 38.1865, 524.774, 25.2643, 7.79334, -1.06071
623, 41.4667, 0.961363, 1, -46.0044, 38.1786, 524.776, 25.3739, 7.93085, -1.07164
624, 41.5333, 0.962277, 1, -45.9174, 38.1306, 524.191, 25.3437, 7.86916, -1.06203
625, 41.6, 0.960841, 1, -46.0688, 38.1647, 525.345, 25.5272, 8.0381, -1.14561
